graph,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
BNP_380,-0.22731283,-0.14308913,-0.20232609,0.01711253,0.36624822,0.43866357,-0.42689094,0.6271966,-0.034852598,-0.18908827,0.32692716,-0.1652341,0.091372035,0.43267262,0.055367142,-0.07805865,0.15864263,-0.5821148,-0.07308325,0.25468937,-0.008512013,-0.03581847,0.15217066,-0.06164826,-0.25455946,-0.11772194,0.21213917,0.10658461,0.18904918,-0.2660337,-0.4047996,0.100534126,0.23431934,-0.08998279,-0.06726592,-0.1804158,-0.3531338,-0.46131453,-0.060397603,-0.2174106,-0.33286598,0.051334754,-0.17600536,-0.14596243,0.36789992,0.24973692,-0.22488287,-0.5428784,0.44589508,0.13949683,-0.3559679,-0.08859662,-0.34325123,0.0034927153,-0.019018345,-0.040188063,-0.37276754,0.12540773,-0.08640186,-0.18613753,0.073137276,0.3483534,-0.0032918034,-0.29807976,0.035198163,-0.19462949,0.51658475,-0.19056867,0.28127614,0.04662521,0.01415624,0.6456892,0.4892871,0.070712894,-0.07881076,0.24740109,0.3013159,0.241585,-0.08357664,0.08435852,-0.41218513,-0.1797818,0.1908658,-0.11531051,0.6193539,0.3616323,-0.09863999,0.3368519,-0.44914043,-0.14536464,0.5493772,-0.1977296,0.14648436,-0.30947024,-0.33451805,0.4482032,0.036092494,-0.2508323,-0.20021072,0.23673138,-0.20145199,-0.1846496,-0.15637834,-0.5285617,-0.15868755,0.046083767,0.2953783,-0.31582227,0.20111057,-0.05560338,-0.3989561,-0.032145776,0.09258712,0.07654262,-0.15458827,0.4086793,0.23958808,0.47916114,0.096625134,-0.14392664,-0.025959967,-0.14633882,-0.3792292,-0.4083129,0.13982198,0.32345164,-0.29601628,-0.22919977
BNP_381,-0.25115168,-0.20263137,-0.13474229,-0.0037814484,0.1876929,0.43852526,-0.3463007,0.3808037,-0.11547496,-0.44828042,0.25644764,-0.39645794,-0.026967179,0.2879399,0.14750671,-0.048699,0.12842155,-0.3210685,0.16539067,0.26200283,-0.21964,-0.068538435,-0.29539916,0.049748763,0.030346904,-0.31353104,0.115561314,-0.0660049,-0.07301625,-0.4522891,-0.12586069,0.08670099,0.12964973,-0.22986543,0.096143425,0.020205317,-0.34554854,-0.13359539,-0.09765983,0.08220321,0.18215293,-0.12082632,0.08456825,0.03175968,0.33186004,0.37011915,-0.18663399,-0.28120753,-0.04357365,0.35363978,-0.30673066,-0.2881728,-0.3742366,0.1596797,0.042672366,0.12093703,-0.004742339,-0.035689257,-0.47302654,-0.010228655,0.1012271,0.39868313,0.071723126,-0.008426281,-0.18548347,-0.31519574,0.2228631,-0.1943296,0.17757337,-0.26791924,0.10852521,-0.009031431,0.39923298,0.07495253,-0.26739818,0.1605791,0.033357456,-0.049695652,-0.07690361,0.03803171,0.1295218,-0.105202146,0.06284947,-0.007278733,0.25565082,0.30764207,-0.1611924,0.1801637,-0.074151486,-0.007965365,0.32728714,-0.16042109,0.25178105,-0.5138749,-0.38733485,0.15545157,0.032247182,-0.3145648,-0.1633424,0.25546253,-0.14446825,0.029998245,0.040230088,-0.37600124,-0.25135016,-0.141059,0.2640789,-0.29457486,0.30895126,0.16767913,-0.45847687,-0.055114444,0.17537808,-0.18257509,-0.36618832,0.24558419,0.14469548,-0.079126276,-0.11000798,-0.1266651,-0.24200198,-0.079770654,-0.296028,-0.37511346,0.19281214,0.28320307,-0.25915563,-0.17504728
BNP_382,-0.3723825,-0.12769432,-0.32883337,0.10922284,0.20978673,0.25372097,-0.4614592,0.10399482,-0.17006366,-0.2695877,0.031451155,-0.2506716,-0.34084338,0.07112212,-0.24676102,0.29353735,-0.18560278,-0.03177343,0.54802865,0.16081212,-0.45532206,-0.037158467,-0.63833475,-0.5989009,0.11449715,-0.4168227,0.25338575,-0.17362134,0.13841695,-0.3193933,0.33056512,-0.07102488,0.040123068,-0.12167725,-0.08537124,-0.29387313,-0.31301466,-0.3352686,0.08537974,0.14626443,0.3995532,-0.28576583,0.116431095,-0.3219661,0.23441112,-0.019396566,-0.17692164,-0.16888222,0.04067756,0.40311334,-0.3635157,0.20918387,-0.32949695,0.16584626,-0.03097058,0.1371238,-0.041102804,0.052473754,-0.28235054,-0.2962822,0.045658566,0.6122631,0.08859683,0.0485089,-0.14446834,-0.12676197,0.1102331,0.049580537,0.18934013,-0.28281164,0.07509436,-0.30162868,0.1580245,0.0990933,-0.0076562744,0.22506124,-0.058307987,-0.17219953,-0.25114393,-0.15264885,0.029526582,-0.07646875,0.050591085,0.25654006,0.19833009,0.4254725,-0.0030856698,0.30359572,0.0025315052,0.04260382,0.5976145,-0.33710226,0.008818843,-0.31180498,-0.3850619,0.11792711,0.20729852,-0.3242353,-0.018711984,0.26685402,-0.15991022,0.10526423,0.23797421,-0.4108647,0.064642295,-0.058630522,0.24158344,-0.12276959,0.51071304,-0.0015597153,-0.44200048,0.026746783,0.025163585,-0.30763185,-0.56079173,0.17459947,0.12549324,-0.22029437,-0.20999587,-0.14124343,-0.16332723,-0.03172768,-0.10487699,-0.16683222,0.55719,0.19964348,-0.23240563,-0.0994887
BNP_383,0.0026384536,-0.40020886,-0.5915807,-0.045531943,0.184747,0.18491238,-0.5873346,-0.12326468,-0.4063433,-0.32878417,0.058955874,-0.3916153,-0.3236241,0.11183462,-0.3268058,0.20828798,-0.36570904,0.2083683,0.5633896,-0.16078836,-0.3827331,0.10391858,-0.7644127,-0.52177334,0.29569387,-0.38052937,0.22645238,-0.054552928,-0.105626486,-0.31481943,0.3565407,-0.19637246,-0.2599721,-0.12031208,-0.22260025,-0.18019867,-0.39156604,-0.20925044,0.16938764,0.19722788,0.5189018,-0.34264156,0.30572444,-0.2463214,0.15418085,0.37465772,-0.17020747,-0.007852785,-0.17678462,0.44104317,-0.25138718,0.16082904,-0.38686058,0.28483665,-0.14255075,0.21176957,0.38864887,-0.22647229,-0.3200252,-0.10386787,-0.08418135,0.36952096,0.24094562,-0.06412915,-0.14348543,-0.039951798,-0.062849276,-0.21774079,0.010024392,-0.12751842,-0.12035943,-0.48812607,0.22437775,-0.15682079,-0.2315263,-0.007101685,-0.2867239,-0.34946296,-0.34763902,-0.23104115,0.0044956855,-0.006785219,0.07527275,0.57587606,0.48217535,0.33869302,-0.3187093,0.5416654,0.06608488,0.18369631,0.33669946,-0.562918,-0.066135,-0.35469273,-0.5680605,0.1838466,0.25449365,-0.1634188,0.1433022,0.1280459,-0.040585205,0.80510724,0.41360593,-0.17461748,0.18961202,-0.026209889,0.22855896,-0.13695076,0.5580654,0.1986782,-0.42661786,-0.18686187,0.30713585,-0.995061,-0.74501884,0.23581952,0.0909646,-0.51075196,-0.2679748,-0.24836837,-0.043965314,0.08157607,-0.39055553,-0.10692314,0.8213864,0.33093083,-0.37717143,-0.03967788
BNP_384,-0.13408642,-0.32940605,-0.24989697,0.008536181,0.37263566,0.15264544,-0.18811767,0.17899069,-0.032523323,-0.33085138,0.018888203,-0.11186526,-0.59302026,0.14214787,-0.12954743,0.28058612,-0.38915798,-0.21222757,0.39852735,0.011861213,-0.49558192,-0.05094519,-0.70957446,-0.43129918,0.23410746,-0.34945813,0.10167449,-0.11339487,-0.18563412,-0.42876083,0.21479675,-0.098383725,-0.15440291,-0.2158753,-0.007068032,-0.11231151,-0.21584786,-0.10963286,-0.0027712546,0.02806132,0.27923054,-0.11688451,-0.11546493,-0.31874764,0.09849988,0.11681911,-0.2647038,-0.20773603,-0.08629588,0.15449026,-0.25500992,0.09869152,-0.30482942,0.29336768,-0.06834542,0.26476848,0.11526543,-0.14707755,-0.30265194,-0.2708712,0.1341601,0.6418723,0.07516293,-0.030788116,-0.15088423,-0.17448415,0.15508056,-0.066732265,0.15869059,-0.40092877,-0.09123023,-0.22400546,0.16740927,0.031567886,0.09852787,-0.026445922,-0.1461245,-0.3744618,-0.42880258,-0.4284948,0.12651023,-0.15521891,0.073198274,0.30262074,0.22945228,0.42610675,-0.09260166,0.3677797,-0.10881754,-0.03293121,0.47033322,-0.13240393,-0.15638618,-0.34397584,-0.45407563,0.056497976,0.29175028,-0.19723691,-0.031280413,0.10163093,-0.10591681,0.3443261,0.34651893,-0.14940889,-0.08174546,-0.25468978,0.013285353,-0.11882333,0.22891706,0.14752094,-0.28929922,0.024994684,0.18191963,-0.5132987,-0.38143584,0.15429898,0.07567978,-0.3080524,-0.02712573,-0.11904593,-0.16681623,0.039491646,-0.03840629,-0.5446941,0.55847037,0.1216954,-0.13528897,0.060858972
BNP_385,-0.43226165,-0.17515525,-0.10604592,-0.0021493647,0.22433011,0.49613944,-0.22666898,0.42353755,0.056790255,-0.5237745,0.017672004,-0.15093182,-0.32527608,0.34017074,-0.004417221,-0.04299256,-0.025527272,-0.49313468,0.2543848,0.26118436,-0.10732754,-0.2642319,-0.009864651,0.24060126,-0.068632945,0.027399497,-0.087231286,0.14558683,-0.1333797,-0.34148994,-0.2328398,-0.0069342908,0.035257448,-0.19047654,0.22959925,-0.09114521,-0.1294217,0.014852451,-0.04980099,-0.006104468,-0.151352,0.33945113,-0.13291582,0.04806957,0.19990334,0.51234794,-0.31588757,-0.45456672,0.16104753,-0.24675347,-0.32287487,-0.15495239,-0.3367679,-0.06337578,0.06803046,0.38055077,-0.110399485,-0.098446354,-0.28864315,-0.118105195,-0.0663213,0.005338551,0.31729332,-0.11875965,-0.021245923,-0.14833389,0.34749514,-0.3889133,0.012275223,-0.34938613,-0.08807819,0.39739957,0.44040203,0.0905708,-0.29451048,0.012781855,0.038629472,0.010201698,-0.11328697,-0.12414517,-0.22183147,-0.20121188,0.42873096,0.059577383,0.14714004,0.080640346,-0.16435418,0.56006294,-0.49551785,-0.18032879,0.13377465,-0.31817725,0.24120535,-0.5068658,-0.22954981,0.40606794,0.10542639,0.093554765,-0.028495103,0.04545865,-0.26912192,0.10757037,0.17683403,-0.27662438,-0.20176475,0.0014275905,0.022867471,-0.17549567,0.0331362,-0.025838694,-0.07190647,-0.2071403,0.32837018,-0.14465559,-0.5492138,0.27990982,-0.028169168,0.1186349,-0.027536158,0.10064449,-0.03737011,-0.21488814,-0.33906293,-0.3945121,0.1372801,-0.0031355165,-0.30611107,-0.4954256
BNP_386,-0.43190977,-0.10580022,0.037940092,0.14208983,0.44838488,0.32097647,-0.21134515,0.5087454,-0.017681964,-0.35250145,0.09898042,-0.112040445,-0.24295977,0.31068757,0.10424461,-0.15117772,-0.06296047,-0.5589614,0.10764786,0.21905534,-0.19820452,-0.08883988,-0.13087822,0.0347171,-0.045644347,-0.33782753,0.048727203,0.047541108,0.080712,-0.3139093,-0.15631816,0.04287976,0.20694286,-0.32377183,0.23558635,-0.14465466,-0.24206218,-0.35712585,0.00541218,-0.07328482,-0.0008974334,0.048200518,-0.13149443,-0.23178504,0.39458984,0.3178505,-0.2790433,-0.39179635,0.29291895,0.13078374,-0.33003002,-0.11084023,-0.38199502,0.15123934,0.08828816,0.30783916,-0.19652706,0.030459251,-0.40941387,-0.26893312,0.065521255,0.4071582,-0.096188046,-0.24184002,0.087243564,-0.27804938,0.38356036,0.004034589,0.22487843,-0.17509356,0.11618841,0.16733046,0.22886747,-0.013122058,-0.048717357,0.16863665,0.05720052,-0.03566101,-0.21841262,-0.15788381,-0.076627046,-0.13645732,0.24314792,-0.057325877,0.31008908,0.33620986,0.073675685,0.1693912,-0.41562068,-0.32288042,0.4531637,-0.29795435,0.023469998,-0.39164913,-0.5058012,0.15175569,0.005586742,-0.15896624,-0.057074644,0.073496975,-0.09681206,-0.06808064,0.043461427,-0.4161701,-0.17431094,-0.018808011,0.35145175,-0.17643893,0.1630866,-0.0252934,-0.12157979,-0.08223254,0.13297577,-0.026016498,-0.3638242,0.15904693,0.12435677,0.05407637,-0.041761987,0.00025896166,-0.09101083,-0.105608,-0.24726571,-0.5050375,0.08521208,0.022792576,-0.31205934,-0.028643476
BNP_387,-0.16427407,-0.2560346,-0.22083497,0.15359683,0.4178151,0.21449809,-0.33327323,0.22699359,-0.0908954,-0.3521414,0.24095075,-0.11974283,-0.56718934,0.05950614,-0.041705776,0.18237665,-0.2291447,-0.21448174,0.35049653,0.030617947,-0.2245993,-0.16371326,-0.45756966,-0.34068918,0.11761137,-0.45166734,0.2001513,-0.15475073,0.017080875,-0.20841637,0.09809873,-0.039947283,-0.17543928,-0.093528025,-0.20372988,-0.19834787,-0.24262902,-0.21628737,0.05352763,0.28838393,0.18079443,-0.10560058,0.2381421,-0.046457306,0.19103752,0.1955123,-0.21451561,-0.18034047,0.054575138,0.3303278,-0.35529178,-0.08919457,-0.25760052,0.14240126,-0.019399244,0.3476558,-0.027277073,-0.14123145,-0.28910017,-0.1407692,-0.03412704,0.33379605,0.1796006,-0.22215757,-0.007924458,-0.083018444,0.19565052,-0.058267318,0.122893974,-0.3992997,-0.122873604,-0.11100739,0.21143861,0.0875649,-0.032610927,-0.017962866,-0.11535516,-0.15588558,-0.15171036,-0.177587,0.03440433,-0.15763895,0.2419621,0.28642422,0.27127293,0.18984164,-0.17119324,0.34278926,-0.11049401,-0.01388109,0.44702,-0.30275345,0.0051108836,-0.43710664,-0.38607794,0.13615732,0.06846572,-0.23214097,0.18561503,0.20192824,-0.19930737,0.14914633,0.22120535,-0.4137919,-0.04752106,0.0012291727,0.10871255,0.04019374,0.28186518,-0.04457202,-0.18629761,-0.0032332854,0.24349473,-0.23895605,-0.49871156,0.27001306,-0.079908475,-0.24187674,-0.059662357,-0.0076460736,-0.18224052,-0.0962781,-0.08529418,-0.2360302,0.29408035,0.20556056,-0.23423928,-0.2410964
BNP_388,-0.09607913,-0.40964538,-0.7726055,-0.068946935,0.21215604,0.17885272,-0.40681973,0.08563302,-0.42619374,-0.044396102,0.26494998,-0.16484502,-0.5991632,0.19309144,-0.2595864,0.57997996,-0.44540256,0.0454682,0.37701946,0.10207542,-0.09180281,-0.03471739,-0.86788595,-0.6479898,-0.050831143,-0.52820504,0.28016305,-0.2265144,0.010270616,-0.08895158,0.48998347,-0.39739746,-0.2475254,-0.16875103,-0.53755754,-0.28212374,-0.35891995,-0.4101315,0.098188385,0.09923507,0.079239674,0.0006624701,0.5324769,0.01393842,0.05431128,0.15375556,-0.20201989,-0.09354459,0.39701465,0.56236887,-0.4836423,-0.008086552,-0.17884453,0.43205333,-0.36973548,0.100538254,0.012213401,0.053257067,-0.23829263,0.13757478,0.026098477,0.743236,0.3596537,0.2941027,-0.3687173,-0.04110361,0.041856535,0.051629275,0.3744646,-0.16772889,0.09887269,-0.1653894,0.2417618,-0.3639545,-0.05073893,0.10840939,-0.28919744,0.1940203,-0.2178386,-0.21072476,0.11534443,0.11148931,0.12997651,0.4239705,0.5016258,0.30047736,0.054228082,0.5043141,-0.004954258,0.33297536,0.5358547,-0.3704486,0.14029664,-0.47397155,-0.15469833,0.20550634,0.39865288,-0.20691507,0.1907183,0.1610037,-0.107014105,0.1746433,0.19884664,-0.7210873,0.13979992,-0.4864336,-0.047117114,0.2947827,0.50017077,-0.14016186,-0.6380167,-0.07759001,0.2088986,-0.4268072,-0.21914299,0.29900128,0.15278466,-0.16664146,0.15421112,-0.3226576,-0.19081296,0.042211723,0.0040377337,-0.16730666,0.57292193,0.24018773,-0.10095975,-0.1514311
BNP_389,-0.15226635,-0.3335891,0.121416576,-0.06741391,0.49895385,0.37450022,-0.19324836,0.8846675,0.22824481,-0.54032344,0.5321979,-0.13311663,0.06469013,0.3848434,0.3194879,-0.38321793,0.17296265,-0.64784914,-0.13674735,0.13577375,0.014231175,-0.16404618,0.23547946,0.14166284,-0.34232682,-0.3446225,0.10055575,0.20681371,-0.14470987,-0.26548213,-0.5383832,0.25435004,0.30173886,-0.2575542,0.15996175,0.026920373,-0.42602983,-0.37961075,-0.07727108,-0.030028036,-0.2791011,0.1865841,-0.1600027,-0.029959802,0.5093427,0.45356396,-0.30678195,-0.6700862,0.32094556,0.02533813,-0.4546005,-0.32445142,-0.2656162,0.1495762,0.14044516,-0.013567773,-0.43315047,-0.12762177,-0.34997696,-0.08265031,-0.06368311,0.18896191,-0.0010828944,-0.34615535,-0.086475946,-0.24672796,0.5797455,0.0822438,0.2658893,-0.11742216,0.16235785,0.53725386,0.43877155,0.2150035,-0.15950887,0.16151989,0.35086584,0.13295113,-0.17575511,0.0072057853,-0.22831176,-0.23206645,0.2327283,-0.09292718,0.51775163,0.25935447,-0.24520983,0.16293961,-0.5534339,-0.33268172,0.46716034,-0.21101019,-0.04709236,-0.6015955,-0.3572934,0.46182042,-0.06159305,-0.23589417,-0.14553142,0.027715715,-0.052348923,-0.009429675,-0.19681177,-0.49877924,-0.2349054,0.052915365,0.35702315,-0.21119156,0.31682795,-0.064238,-0.30662504,-0.05177039,0.4010877,0.07629838,-0.11913018,0.45209765,0.116002806,0.29966,0.094194986,0.06445145,-0.3668789,-0.32628542,-0.3299292,-0.44112435,-0.30061632,0.32231924,-0.3894343,-0.22738649
BNP_39,-0.01664148,-0.32301432,-0.32194912,-0.09521501,0.26564896,0.15095972,-0.44961718,0.3441236,0.040647443,-0.16258617,0.5709115,-0.06836089,-0.38627803,0.430416,0.053424668,0.31178114,-0.19547428,-0.18462779,0.10446719,0.07492555,-0.030654106,-0.03230076,-0.094211526,-0.3595442,-0.15771672,-0.3012348,0.29805496,0.12482146,0.10915791,-0.16335571,0.04044766,-0.1627106,0.19280122,-0.408137,-0.44695133,-0.25659612,-0.35566774,-0.19789009,0.025529018,0.04803709,-0.081787564,-0.17477265,0.19499584,0.00023093483,0.25269416,0.19069764,-0.10229062,-0.19864811,0.3780479,0.41575423,-0.45463583,-0.059238356,-0.32056546,-0.014970288,-0.16213779,0.09699078,-0.36818185,0.03397399,-0.03450761,0.24894518,0.09505555,0.36102453,0.091594286,-0.18200015,-0.14787664,-0.08622432,0.13077815,0.04622351,0.386122,-0.10638753,-0.15742435,0.2779493,0.32796258,-0.07552907,0.0933142,0.013596257,0.17018145,0.11234095,-0.11214835,0.08942076,-0.26515588,-0.18585221,0.10264864,0.16934685,0.43535045,0.17359488,-0.22082423,0.34287244,-0.27028182,-0.14570847,0.48075747,-0.299956,0.002741715,-0.29167926,-0.26998612,0.36862338,0.21018435,-0.28347382,0.024773922,0.3124596,-0.09039651,-0.15129818,0.10690497,-0.47627997,-0.065485395,-0.0726027,0.12304479,0.032990154,0.4505357,-0.022872362,-0.40290445,-0.028806318,0.22503059,-0.23620546,-0.11308753,0.3065938,-0.012044231,-0.03366349,0.09723855,-0.21465883,-0.13381486,-0.09875972,-0.11790553,-0.1925086,0.28986257,0.3185828,-0.2881453,-0.33306286
BNP_390,-0.6156792,-0.14555483,-0.20036122,0.02033389,0.21679366,0.4210789,-0.25066292,0.059254218,0.034214556,-0.8321102,-0.57141364,-0.39828718,-0.43642172,0.19082308,-0.2561011,0.14611433,-0.24204059,-0.39466766,0.7556353,0.22643284,-0.4548822,-0.064388044,-0.60895884,-0.28634933,0.25372332,-0.37864012,-0.10310074,-0.15290338,-0.314472,-0.68638706,0.52940565,-0.09608987,-0.23558351,0.029199744,0.2895436,-0.09076308,-0.20497367,-0.1367596,0.08698599,0.13918827,0.43020996,-0.036555823,0.13280728,-0.38965797,-0.29680175,0.20536974,-0.39326417,-0.37862867,-0.30231524,-0.0665729,-0.28550887,0.24191909,-0.31886208,0.14548057,0.26544577,0.5737939,0.36730185,-0.0040767733,-0.5928339,-0.4337746,-0.033796366,0.49174273,0.4679063,0.08123009,-0.23555547,-0.21540508,0.23821504,-0.4498645,-0.257908,-0.55170345,0.006820296,-0.47789443,0.12699044,0.5384234,-0.095146954,-0.041993227,-0.104336515,-0.417877,-0.30984044,-0.3357922,-0.021973422,-0.21660075,0.13468263,0.34198067,-0.13659906,0.21693805,-0.040508956,0.65904814,0.03586484,0.29530597,0.3194265,-0.20963573,0.18916427,-0.48318985,-0.43874308,0.24416547,0.13731325,-0.16856082,-0.17101301,0.28167966,-0.22534049,0.49250805,0.5062899,-0.07982327,-0.0056920466,0.04569697,0.16462788,-0.43270984,0.013825906,-0.0136091355,-0.0894478,-0.0810302,-0.37618655,-0.16569367,-0.7077764,0.17568809,-0.008313055,-0.47965443,-0.553436,0.15667443,0.02708739,-0.16920382,-0.07791203,-0.3016038,0.767372,0.04533947,-0.07186463,-0.2854931
BNP_391,-0.21598756,-0.24473518,-0.20461573,0.3278413,0.48185468,0.3967517,-0.23598133,0.40800473,-0.03435858,-0.17383622,0.3611443,-0.030063173,-0.21447341,0.27546144,-0.12470206,0.20029569,-0.043921743,-0.28253642,-0.049973935,0.16727008,-0.090242855,-0.01520775,-0.048834197,-0.115237355,-0.1783702,-0.37343067,0.036745347,-0.010865575,0.13648535,0.20581363,-0.20992783,-0.22782226,-0.010169072,-0.1103396,-0.16345151,-0.35604537,-0.20284341,-0.25419706,0.20246497,-0.0039710477,-0.21286857,0.08191182,0.0692258,-0.042611323,0.22221275,0.1718893,-0.42607605,-0.38856444,0.4927432,0.16735952,-0.35688093,-0.07133966,-0.29545182,0.19446619,-0.14620396,0.23938322,-0.36619967,0.16213034,-0.16940282,-0.17533457,-0.15855613,0.25716704,0.2816151,-0.17289808,-0.05165137,-0.12683849,0.27861613,0.030603264,0.21250737,-0.1687198,-0.050755557,0.3462389,0.29429293,-0.071038924,-0.16332935,0.24298097,-0.12429023,0.34827816,-0.12917231,-0.15230769,-0.27872515,-0.13656493,0.26169977,0.23299724,0.45865655,0.22433929,0.046419304,0.511697,-0.45141864,0.03506481,0.3649898,-0.5044635,0.094742306,-0.43543246,-0.28829098,0.52258587,0.3370666,-0.16266976,0.21640782,0.038839303,-0.20610777,-0.1950101,0.053340573,-0.54285884,0.07673912,-0.038810894,-0.019786447,0.13635193,0.10350186,-0.22024775,-0.18433516,-0.10290276,0.30516768,0.067077786,-0.33359835,0.4730455,0.05660401,0.2906258,0.07523513,-0.15275747,-0.13962704,-0.27983382,-0.21541014,-0.2942748,0.12515108,0.04122099,-0.14534083,-0.3143088
BNP_392,-0.13248156,-0.1659647,-0.27330965,0.07935127,0.26158416,0.22896524,-0.43884432,0.07587819,-0.19826421,-0.23990606,-0.025155507,-0.20404407,-0.5065087,0.33140245,-0.23813514,0.21384339,-0.36566505,-0.16112384,0.46731004,0.09962702,-0.32624587,-0.07534384,-0.6314012,-0.2552948,0.022498477,-0.38350525,-0.045537908,-0.13946214,-0.009342244,-0.25235263,0.30947208,-0.2902481,-0.041312676,-0.067361265,-0.13156776,-0.21546116,-0.35352978,-0.2366895,0.054078553,0.24289767,0.3522097,-0.031232052,0.16342117,-0.31090167,0.11748458,0.23716801,-0.1345417,-0.28582832,-0.037489433,0.3482528,-0.08104656,0.05129955,-0.26865482,0.18829185,-0.10478019,0.30193564,0.032984905,0.046191506,-0.39324394,-0.31213063,-0.03171148,0.59857106,0.1471516,0.22934349,-0.16877109,-0.07014657,0.00024207037,-0.1126445,0.07250095,-0.34331027,0.10355449,-0.3103741,0.2586816,-0.08474956,-0.1897478,0.058037344,-0.34520477,-0.2993151,-0.24840921,-0.30470333,0.11201785,-0.031280283,0.20799753,0.3704962,0.1555254,0.18595156,-0.0019712579,0.41568437,-0.13672584,-0.113557965,0.45646966,-0.34297612,0.031020185,-0.48056975,-0.4506356,0.0676791,0.27238613,-0.0028394146,0.07681998,0.07022816,-0.15917204,0.29972714,0.2209942,-0.31412017,-0.032480214,-0.08253762,0.16444656,-0.15123753,0.26547527,0.096737124,-0.142291,-0.21532886,0.08281315,-0.5055369,-0.4883552,0.13815524,0.03883509,-0.3712725,-0.24554773,-0.12761024,-0.19604148,0.030618511,-0.16673395,-0.15594435,0.44469368,-0.007720693,-0.26507095,0.08252648
BNP_393,-0.42584527,-0.15895954,0.010402493,0.26527306,0.4022212,0.40892208,-0.094418906,0.34676236,0.09088755,-0.4470881,0.1890763,-0.3323519,-0.026491456,0.13101114,-0.14021887,-0.12866089,0.21013828,-0.25235376,0.32061818,0.27857932,-0.3924266,-0.019556472,-0.020762611,-0.06375515,0.08640609,-0.4080807,0.051818855,-0.20743853,0.08119073,-0.28764528,-0.16870303,0.09869725,0.18342355,-0.13859242,0.23280098,-0.23390043,-0.06871027,-0.1462488,0.13715701,0.24932735,0.10427526,-0.2179301,-0.21574305,-0.32794893,0.27975288,0.15900469,-0.46175635,-0.42457736,0.13394687,-0.08172521,-0.39472175,-0.027919617,-0.5437542,0.24549669,0.1607773,0.41335186,-0.2443832,-0.24542587,-0.23503375,-0.39666322,-0.3115863,0.19237188,0.2744958,-0.05354577,-0.18363877,-0.30224788,0.29051754,-0.091205426,0.015908558,-0.2961405,0.19229577,-0.0027338415,0.3720143,0.25448447,-0.04281136,0.15961128,-0.07880997,0.09039011,-0.24660331,-0.22196087,-0.10161322,-0.13723281,0.22668262,0.3050954,0.16824225,0.24964775,-0.015415118,0.50812024,-0.1593255,-0.21737634,0.19562545,-0.49773234,0.03733548,-0.73029745,-0.42461237,0.17978887,0.092688136,-0.23730311,0.029612834,0.12020301,-0.11416341,-0.079234794,0.12816483,-0.19797994,-0.10858291,-0.00963733,0.30691746,-0.106810205,0.16228484,-0.09674903,-0.15374938,-0.06338626,0.21399525,0.036597278,-0.53551877,0.47141048,0.21853949,0.078205265,-0.115168005,0.062413473,-0.22585033,-0.42616102,-0.16464092,-0.29207695,0.11571185,0.05160127,-0.37302765,-0.0988622
