graph,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
260,0.45300198,-0.21347699,-0.13413256,-0.10943848,-0.36728188,0.02730134,-0.2530968,-0.084671214,0.31036258,0.6782233,-0.52125067,0.61798894,0.37453023,-0.41977987,-0.08859475,-0.45298925,-0.21496007,-0.13424231,0.2680128,-0.20635423,-0.12647028,0.11493961,0.29870883,0.45346424,-0.5299054,0.19327733,-0.5172888,0.43059796,-0.26861984,-0.26717192,-0.6292253,0.50142735,-0.5751097,0.329233,0.15977201,-0.1506892,-0.05496061,-0.3102751,-0.6151172,0.0682792,-0.40395126,0.0327123,0.08177882,0.3359394,0.32574978,0.00446525,-0.2481876,-0.2277613,0.16817452,0.10984625,-0.20434962,0.37833306,-0.6060639,0.5757752,-0.12550652,-0.47899464,-0.34742808,0.61075824,0.5115958,0.60732526,0.62733644,-0.14412044,-0.51672035,-0.6456633
261,0.46558756,-0.20232925,-0.14160247,-0.12018144,-0.34057367,0.026514601,-0.26081735,-0.0690711,0.33314174,0.6705528,-0.50957936,0.6185538,0.39028087,-0.42083094,-0.08277206,-0.45560238,-0.2128947,-0.13527697,0.28198692,-0.17014429,-0.12311078,0.11809178,0.30276957,0.45235842,-0.5496991,0.20119,-0.5052494,0.42264202,-0.26454413,-0.27782434,-0.62897164,0.49679616,-0.56497294,0.31533158,0.1751038,-0.14173302,-0.061405048,-0.3030707,-0.6323208,0.08921916,-0.40235832,0.03363477,0.080916,0.32187372,0.32020637,0.026335344,-0.25475496,-0.2184426,0.17930396,0.10264316,-0.22069564,0.36753267,-0.60684687,0.58615464,-0.11543387,-0.49521142,-0.34160036,0.62958646,0.50289917,0.6168824,0.640288,-0.1279264,-0.4966488,-0.6469663
262,0.4826753,-0.2067459,-0.13907363,-0.11093736,-0.3464068,0.03552912,-0.26273322,-0.08063658,0.3388471,0.6773359,-0.5298469,0.63194627,0.3920725,-0.43276587,-0.07974804,-0.46833408,-0.2073658,-0.12650198,0.2838277,-0.18588598,-0.12029385,0.123885,0.31152922,0.44768974,-0.5673359,0.20882799,-0.51799315,0.43115112,-0.26386455,-0.2839798,-0.64029264,0.51542383,-0.5886116,0.33032918,0.1809984,-0.13774098,-0.06589404,-0.3203813,-0.6443346,0.08730843,-0.4125038,0.039351717,0.07570023,0.33289295,0.33821496,0.033459812,-0.26788664,-0.22641677,0.18580645,0.10435109,-0.21680406,0.3857838,-0.6216702,0.5960177,-0.12138726,-0.49989402,-0.3504312,0.6343854,0.517359,0.6372077,0.65684086,-0.14139923,-0.51583034,-0.65525067
263,0.45962214,-0.2202874,-0.13944209,-0.116801605,-0.36241448,0.038760163,-0.2603508,-0.08982366,0.3263491,0.6825342,-0.5368627,0.6332073,0.3924152,-0.4225602,-0.093360186,-0.46859843,-0.21527135,-0.14957646,0.27035937,-0.19570865,-0.11690053,0.12730145,0.30342367,0.46526965,-0.5435082,0.19679828,-0.52774256,0.44484973,-0.26154566,-0.28412488,-0.6416524,0.51145995,-0.58693343,0.32474035,0.1653669,-0.15299195,-0.05798892,-0.31588966,-0.64079934,0.07379698,-0.40331993,0.03715138,0.0850959,0.32609004,0.33974466,0.005149816,-0.25021988,-0.23144743,0.173376,0.10078348,-0.21575789,0.39689502,-0.6154526,0.5844744,-0.12275317,-0.49133366,-0.3564242,0.6294659,0.5268753,0.6207118,0.641167,-0.15303044,-0.5210957,-0.66676116
264,0.47875297,-0.21189676,-0.13939315,-0.11388813,-0.361451,0.024511157,-0.26533517,-0.081543386,0.325522,0.68677706,-0.5251165,0.62928104,0.3964708,-0.44212192,-0.08188682,-0.4706105,-0.22138432,-0.14279951,0.28428465,-0.19696628,-0.13253729,0.12273829,0.31140217,0.46411222,-0.5547203,0.20917095,-0.52926,0.44695535,-0.27742374,-0.2824106,-0.63170034,0.51410997,-0.58813125,0.32690883,0.18604517,-0.15569116,-0.06893313,-0.30571085,-0.64098793,0.0771298,-0.40602028,0.040449545,0.07864758,0.3321072,0.33210894,0.022291172,-0.26059383,-0.22287244,0.17851405,0.110995024,-0.22634134,0.38474965,-0.63305116,0.59955287,-0.12916256,-0.49081558,-0.36050865,0.6413648,0.5188593,0.6342648,0.64920634,-0.14478116,-0.5253032,-0.66485274
265,0.46399495,-0.21440625,-0.14360611,-0.121202156,-0.36434,0.026440963,-0.2634164,-0.08656892,0.32358667,0.6852384,-0.52747345,0.6251696,0.3886858,-0.42960232,-0.091228545,-0.4737914,-0.20827644,-0.13791978,0.27948728,-0.19632153,-0.12187349,0.120630436,0.30443928,0.45817932,-0.5532042,0.20622437,-0.521265,0.4291831,-0.26013023,-0.28174114,-0.64292365,0.4975675,-0.5887782,0.3328913,0.1834889,-0.14199792,-0.063016646,-0.31802276,-0.6422308,0.08816554,-0.39604324,0.035564538,0.072367154,0.3285311,0.34139764,0.014528204,-0.25351745,-0.22872971,0.17023055,0.104961894,-0.22349806,0.38571194,-0.6197599,0.59358054,-0.12242255,-0.4986762,-0.3462322,0.62900776,0.5156421,0.6279339,0.6479899,-0.13519566,-0.51410544,-0.6606159
266,0.4728223,-0.20480575,-0.13745831,-0.12270182,-0.34247842,0.029497154,-0.2687044,-0.07522963,0.32716706,0.6646271,-0.51515174,0.62104726,0.3805998,-0.4323103,-0.08864569,-0.452997,-0.21136682,-0.13342175,0.27945024,-0.17964809,-0.11769112,0.12436285,0.30883303,0.4449239,-0.5554502,0.19606425,-0.5028879,0.42791456,-0.26711264,-0.27103335,-0.6160427,0.50236785,-0.5753254,0.31837782,0.18438189,-0.148737,-0.06918032,-0.3059384,-0.6334449,0.09422366,-0.3874269,0.038376573,0.06585278,0.33493093,0.33077583,0.03172666,-0.25686646,-0.21201658,0.1793918,0.11045326,-0.2140115,0.3696359,-0.61647296,0.57776725,-0.11628402,-0.4932661,-0.34880185,0.6180592,0.5060953,0.6219893,0.63803804,-0.13861476,-0.48940557,-0.6495384
267,0.46385586,-0.2192706,-0.14411704,-0.11385566,-0.36965856,0.0265827,-0.2509837,-0.09835711,0.32007968,0.6870483,-0.5390546,0.6251817,0.38555744,-0.4334539,-0.097585335,-0.4663508,-0.21879175,-0.14078546,0.2794161,-0.20112477,-0.11465126,0.1221581,0.29585505,0.46693355,-0.5420587,0.20341195,-0.5285179,0.43221438,-0.26403075,-0.27060464,-0.6357268,0.5016772,-0.5719431,0.32546428,0.15609886,-0.15019983,-0.055460434,-0.31391352,-0.6218966,0.07507626,-0.40689284,0.03508354,0.07978783,0.3354896,0.329785,0.0007184158,-0.24022534,-0.23375747,0.17242046,0.10871855,-0.20174654,0.39838374,-0.61719203,0.5857928,-0.13918246,-0.4889033,-0.3564309,0.63041687,0.527706,0.6240805,0.6352977,-0.15480779,-0.5181386,-0.6635546
268,0.46498996,-0.21157789,-0.12938999,-0.11323069,-0.3370734,0.026300617,-0.2602622,-0.070775546,0.31484193,0.66429174,-0.5071931,0.6204943,0.38242233,-0.42952278,-0.08844946,-0.4490648,-0.20414133,-0.12547778,0.26054147,-0.17861503,-0.119512185,0.114814915,0.30785868,0.44262967,-0.54548043,0.20096414,-0.51133484,0.42156723,-0.24856985,-0.27365947,-0.6123165,0.497358,-0.5632432,0.31446183,0.18508948,-0.14968269,-0.06683564,-0.29689038,-0.62419176,0.08862632,-0.3902791,0.032325834,0.061955594,0.32936403,0.31768474,0.02527446,-0.25737864,-0.22088154,0.17161994,0.10297553,-0.2071789,0.3659135,-0.6095164,0.5764608,-0.11389613,-0.4856366,-0.34178743,0.6139464,0.49695784,0.61695355,0.6355166,-0.13179246,-0.48914987,-0.640779
269,0.46648633,-0.20573907,-0.14316873,-0.117021784,-0.35073072,0.033245962,-0.27214703,-0.081457414,0.32170436,0.6745088,-0.5090189,0.6316474,0.39272827,-0.43388483,-0.077101886,-0.4641425,-0.21280015,-0.13605818,0.2819418,-0.18782513,-0.12667458,0.12845384,0.30489826,0.44451436,-0.551782,0.21202293,-0.5084217,0.4212695,-0.26629058,-0.26979527,-0.6296074,0.5071315,-0.57928765,0.32193294,0.1821965,-0.14641602,-0.06950199,-0.309518,-0.6329559,0.092352,-0.3924641,0.04216842,0.07645873,0.32679322,0.33681905,0.03137094,-0.24912617,-0.22250804,0.16862911,0.10966441,-0.2226384,0.380488,-0.61095905,0.59319353,-0.12295109,-0.4835577,-0.3531383,0.6230514,0.501241,0.6235575,0.63913685,-0.13113041,-0.5039802,-0.6575107
270,0.46453142,-0.20843111,-0.14199127,-0.115553945,-0.3626488,0.02644847,-0.26586854,-0.08614703,0.32050806,0.67699844,-0.5171022,0.6308716,0.3902289,-0.4364873,-0.085266575,-0.46295446,-0.21895452,-0.14040579,0.27257767,-0.19062431,-0.13202538,0.1162119,0.30405068,0.46241087,-0.56105405,0.1977133,-0.51527154,0.42992693,-0.26511472,-0.27968863,-0.62960213,0.49976718,-0.57348156,0.3287492,0.17278059,-0.15489408,-0.062702,-0.3062442,-0.6443409,0.083164476,-0.40182492,0.039391026,0.075639404,0.32864466,0.3309317,0.025011038,-0.26354465,-0.2237652,0.1738833,0.10413007,-0.22101586,0.37989902,-0.6152613,0.58482283,-0.12213312,-0.48710918,-0.34698674,0.6319008,0.5198007,0.62294525,0.6494542,-0.14344046,-0.5162541,-0.65085906
271,0.46695593,-0.20990294,-0.12984273,-0.11375314,-0.3444805,0.035208404,-0.26574966,-0.07137592,0.31966385,0.6642963,-0.51441467,0.61918885,0.37421083,-0.415507,-0.08709442,-0.4642509,-0.21543607,-0.1465167,0.26888874,-0.192118,-0.12797554,0.12169649,0.29520702,0.45371598,-0.53449035,0.19297798,-0.50829947,0.43012592,-0.2608483,-0.26544034,-0.62810993,0.49294415,-0.57389736,0.32152942,0.1799272,-0.15068787,-0.05620838,-0.3026987,-0.6167131,0.077155985,-0.39202687,0.03219662,0.07932338,0.31953782,0.3316468,0.017654315,-0.24803542,-0.21414624,0.175081,0.10501222,-0.2086895,0.3764522,-0.60682136,0.58162147,-0.12185366,-0.4730832,-0.34424663,0.6108323,0.51305026,0.6130837,0.6372099,-0.13854885,-0.50551015,-0.6439539
272,0.4670155,-0.22028287,-0.13986005,-0.11848288,-0.35993147,0.022144487,-0.25505453,-0.08817984,0.31213248,0.68021333,-0.51937014,0.6273711,0.3756436,-0.42539546,-0.08988095,-0.45947444,-0.20708717,-0.14483455,0.26449284,-0.20796132,-0.12194851,0.12128273,0.2985323,0.453239,-0.54758453,0.19210972,-0.5153095,0.4298269,-0.2720778,-0.2774713,-0.62970924,0.4892321,-0.5818821,0.31951386,0.16633269,-0.15757528,-0.059886087,-0.3176167,-0.6323911,0.077307366,-0.40022698,0.0339787,0.07984386,0.3318352,0.33647317,0.0072582667,-0.24864268,-0.21851869,0.16938484,0.1110829,-0.2154063,0.3774022,-0.6117803,0.57861876,-0.12571126,-0.4877672,-0.35741258,0.6180699,0.520333,0.61762977,0.6383874,-0.15432575,-0.5173772,-0.649627
273,0.4504699,-0.20213145,-0.12996104,-0.11616269,-0.34866378,0.029960964,-0.24625891,-0.079301625,0.31960365,0.67143804,-0.5038191,0.61235654,0.37052715,-0.42207307,-0.087568425,-0.45021325,-0.2034878,-0.14535114,0.26444495,-0.19825695,-0.12427374,0.11223811,0.29989162,0.44645277,-0.5431685,0.20173684,-0.51618826,0.42494342,-0.2583006,-0.26791522,-0.6124425,0.4913107,-0.5745574,0.3234804,0.18131198,-0.14365129,-0.06261794,-0.31063992,-0.61982834,0.07437964,-0.39611366,0.04441581,0.073650934,0.31098363,0.32455036,0.009099041,-0.24963336,-0.22538695,0.17994402,0.108121514,-0.20808478,0.37292114,-0.6059383,0.5719396,-0.12336689,-0.4716236,-0.34238702,0.61664563,0.50834876,0.6173148,0.6277001,-0.1322431,-0.49968475,-0.639079
274,0.45959648,-0.21545212,-0.13315256,-0.11556187,-0.35478905,0.032899134,-0.260879,-0.0920064,0.31597552,0.67323685,-0.51127183,0.612308,0.37886295,-0.42959607,-0.094563,-0.4522213,-0.21100213,-0.133539,0.26343063,-0.19523883,-0.1278563,0.12830421,0.30244607,0.44819343,-0.5434981,0.19003455,-0.51720583,0.4248484,-0.25825986,-0.269056,-0.6232174,0.48239598,-0.5775129,0.32509488,0.17259462,-0.14191976,-0.065007515,-0.3064716,-0.61538464,0.06896234,-0.3983543,0.041862637,0.07440304,0.31480604,0.32598278,0.0068657086,-0.24658796,-0.2226098,0.18228532,0.1027943,-0.20802504,0.37460783,-0.60389453,0.57894766,-0.12955528,-0.46995136,-0.3552426,0.6097895,0.50718707,0.6061673,0.630107,-0.15302177,-0.5111815,-0.6427901
275,0.47162342,-0.2134624,-0.1337431,-0.116050705,-0.3462924,0.03245958,-0.26256415,-0.07849376,0.33751038,0.6704467,-0.5187611,0.6257076,0.39234594,-0.4342075,-0.09034324,-0.45968896,-0.21681468,-0.12576573,0.2849927,-0.17908196,-0.12202685,0.12555969,0.30550042,0.45830935,-0.56325847,0.20012742,-0.52215576,0.43888643,-0.2669874,-0.28038266,-0.6304829,0.507749,-0.57753485,0.3139345,0.19386134,-0.1455972,-0.07077349,-0.31207314,-0.63984555,0.08402538,-0.4049432,0.046559524,0.07071122,0.3246966,0.3285916,0.028983705,-0.2626159,-0.21947171,0.17337331,0.10404705,-0.21524398,0.37248957,-0.62450534,0.58358705,-0.11466674,-0.4904651,-0.34216726,0.6216232,0.5039214,0.62810636,0.6442419,-0.12675865,-0.5022021,-0.65814716
276,0.47118443,-0.2117803,-0.13196911,-0.113666445,-0.37408578,0.022702105,-0.2690074,-0.08744739,0.3160691,0.6905615,-0.53430927,0.6220977,0.38249138,-0.43176594,-0.10029487,-0.47723264,-0.22460198,-0.1416859,0.27663007,-0.20588736,-0.11710153,0.12998554,0.30388612,0.46373484,-0.55440253,0.19217739,-0.5321093,0.446981,-0.272061,-0.28357756,-0.64830494,0.5141568,-0.5916373,0.3372218,0.1696787,-0.15842097,-0.057714764,-0.31687248,-0.6391795,0.0684444,-0.4036199,0.041676372,0.088805966,0.3279793,0.3466142,0.0051397225,-0.25277966,-0.23554008,0.18176767,0.1125306,-0.20512447,0.40027848,-0.6204492,0.58639896,-0.13726237,-0.49644428,-0.3492694,0.62815404,0.52384216,0.6277026,0.65203065,-0.1460557,-0.5318709,-0.66408974
277,0.46626604,-0.2195956,-0.1337445,-0.113720946,-0.37572077,0.021446843,-0.25921163,-0.087499835,0.3191605,0.68245286,-0.5288795,0.6184149,0.39332378,-0.44115004,-0.08827147,-0.4655254,-0.20896032,-0.14259414,0.27861992,-0.19812724,-0.12790628,0.12703523,0.3027195,0.4577249,-0.55595076,0.2023844,-0.5291251,0.4445029,-0.26501745,-0.27752265,-0.63923544,0.4964432,-0.58490133,0.33341932,0.17131811,-0.14539441,-0.06580677,-0.31372175,-0.63979375,0.07265053,-0.4101115,0.0361522,0.07161477,0.3341594,0.3280738,0.00981197,-0.24896811,-0.22364111,0.1836585,0.11806267,-0.20323081,0.38566053,-0.6161012,0.5866381,-0.13009736,-0.48496312,-0.35097653,0.6314135,0.5138323,0.63009614,0.6430769,-0.14927799,-0.5154173,-0.6603755
278,0.45789045,-0.2153649,-0.13073304,-0.123465784,-0.3515616,0.034086727,-0.25101632,-0.08305972,0.30987614,0.6697648,-0.5094328,0.61012405,0.3712558,-0.41725305,-0.09012047,-0.45448294,-0.2168519,-0.1378179,0.26972762,-0.2033123,-0.12118026,0.12476497,0.30076906,0.45689663,-0.5331545,0.20408462,-0.5100217,0.43302432,-0.25783014,-0.26541397,-0.6275495,0.49519554,-0.5600174,0.31531405,0.15792343,-0.147992,-0.052284233,-0.30605274,-0.62032694,0.070707075,-0.39752913,0.032815572,0.07556541,0.32145038,0.32743457,0.004582125,-0.24906713,-0.22308625,0.17634138,0.10251902,-0.20777734,0.377025,-0.5950726,0.566342,-0.12064428,-0.47579992,-0.3420702,0.6091589,0.5037531,0.6097752,0.6194247,-0.14261071,-0.51192564,-0.64841586
279,0.4754112,-0.20671389,-0.13123772,-0.12073585,-0.35015687,0.024616383,-0.2598799,-0.07096125,0.32628584,0.6752511,-0.5197012,0.62972265,0.39217246,-0.43311438,-0.08824866,-0.45991048,-0.21492092,-0.12654786,0.27484593,-0.18353848,-0.12469834,0.11675012,0.3010979,0.45490637,-0.5639849,0.20383206,-0.52258164,0.42953843,-0.26261494,-0.28703684,-0.6336088,0.51180375,-0.57463557,0.32768086,0.19098812,-0.1475354,-0.07048983,-0.30717576,-0.64973986,0.08490201,-0.40812865,0.042134915,0.076413125,0.33477768,0.33489394,0.033616822,-0.2558168,-0.21493463,0.17284529,0.11558703,-0.22928004,0.3892041,-0.61665857,0.59027296,-0.118040144,-0.49264836,-0.35890692,0.63187337,0.5214254,0.6315622,0.6415495,-0.14662912,-0.51112926,-0.66310376
280,0.48129275,-0.214181,-0.13020869,-0.11976641,-0.37882662,0.029185712,-0.25918806,-0.08542745,0.32206544,0.69014084,-0.52879006,0.62706536,0.39086947,-0.43069834,-0.0909786,-0.47074065,-0.21919031,-0.14005072,0.27169558,-0.20779705,-0.1275466,0.12740535,0.30264524,0.46408042,-0.561354,0.1961531,-0.5361549,0.43609506,-0.27541706,-0.279687,-0.6419589,0.5125472,-0.59143466,0.34171134,0.1640025,-0.15850085,-0.05795355,-0.31063846,-0.63866967,0.078123756,-0.40284693,0.04916395,0.0739789,0.3404647,0.34803703,0.004431237,-0.2575749,-0.22609608,0.19162464,0.11196953,-0.21899469,0.39291152,-0.6221098,0.5963633,-0.12779905,-0.5024024,-0.35420132,0.6351727,0.5307151,0.636719,0.65493256,-0.14697458,-0.52102816,-0.661041
281,0.4532472,-0.21383062,-0.1299115,-0.10605332,-0.36390936,0.03025082,-0.25074655,-0.0969054,0.31158406,0.6670858,-0.51906663,0.5967528,0.36850247,-0.41203272,-0.09221179,-0.45136878,-0.1992906,-0.14181632,0.2603725,-0.20097056,-0.11220999,0.11278907,0.2979222,0.45432392,-0.52237374,0.19530517,-0.504653,0.41924295,-0.2524065,-0.2733258,-0.6156703,0.48327717,-0.56990063,0.3249153,0.15141733,-0.14346479,-0.050330482,-0.30394402,-0.61122227,0.06986323,-0.3893999,0.045116104,0.07558952,0.31208292,0.32836664,-0.001259547,-0.24494992,-0.21818416,0.1733149,0.10422883,-0.20013322,0.37986022,-0.5980993,0.56768036,-0.12862353,-0.46131277,-0.33960822,0.6013608,0.5025932,0.59778696,0.61807346,-0.1437146,-0.5024988,-0.64503264
282,0.4575354,-0.20742367,-0.13708204,-0.110581875,-0.36481175,0.02171831,-0.24943289,-0.08558824,0.3162205,0.6670969,-0.5237981,0.6081082,0.3747249,-0.41186777,-0.08505843,-0.46757486,-0.20698819,-0.14620885,0.27872333,-0.18368979,-0.12956662,0.123263165,0.29618204,0.452527,-0.5393955,0.19359271,-0.5110258,0.421459,-0.26418605,-0.2688734,-0.6254966,0.50452185,-0.5705905,0.31799564,0.16880348,-0.1518394,-0.06168351,-0.3028891,-0.6251856,0.08017506,-0.4014032,0.04119029,0.07609152,0.33725023,0.32743812,0.0048835324,-0.24621427,-0.21488991,0.18279465,0.10722865,-0.2102356,0.38104725,-0.5994534,0.579869,-0.122516625,-0.4860315,-0.35487494,0.6163825,0.50765264,0.6059956,0.6382376,-0.14490354,-0.50654376,-0.6550381
283,0.445676,-0.20931008,-0.13360795,-0.10568275,-0.3573912,0.020202862,-0.24002017,-0.09642731,0.30405313,0.66424316,-0.51833224,0.58767223,0.37592462,-0.41916734,-0.08417622,-0.44670257,-0.21279877,-0.14518759,0.26664284,-0.20539542,-0.12705947,0.12279083,0.28999847,0.44428828,-0.51789033,0.19068223,-0.5079124,0.41452882,-0.25603694,-0.26140273,-0.61085653,0.48972875,-0.54978365,0.33045778,0.16198753,-0.14224295,-0.059760805,-0.2996409,-0.6106186,0.07455453,-0.39938915,0.031988837,0.07614317,0.32108265,0.33378232,0.0040993,-0.23654217,-0.22864738,0.17305207,0.10195891,-0.19588934,0.37182373,-0.5853163,0.56059164,-0.12475497,-0.47142282,-0.34328416,0.6022444,0.5006437,0.5990663,0.62039435,-0.15236624,-0.5056228,-0.635714
284,0.4600317,-0.20708361,-0.12455953,-0.11417281,-0.3387226,0.030598521,-0.2505465,-0.07591074,0.31810147,0.6449016,-0.4928284,0.6100397,0.3823336,-0.41031325,-0.07734614,-0.4408782,-0.20192511,-0.12792934,0.27286702,-0.17536774,-0.11621537,0.11782836,0.3016261,0.43130335,-0.53157663,0.19897678,-0.49691087,0.40892085,-0.25583267,-0.26526913,-0.60441,0.49775136,-0.5536652,0.31132987,0.17539206,-0.1418233,-0.05883573,-0.2926777,-0.6187222,0.07732296,-0.3895847,0.03509795,0.071389936,0.31537,0.31398308,0.029373357,-0.24255656,-0.21066937,0.1768506,0.10211725,-0.21226011,0.36410192,-0.599265,0.57012236,-0.12026574,-0.47624084,-0.33301464,0.60741746,0.4871108,0.6015707,0.62217504,-0.13232683,-0.4828666,-0.63705057
285,0.45517278,-0.22394012,-0.13997889,-0.10916048,-0.36534953,0.023156736,-0.24893254,-0.09107518,0.29988685,0.67194563,-0.5317675,0.61021876,0.38565665,-0.43108416,-0.10212196,-0.46630678,-0.21094976,-0.15291016,0.27037406,-0.2098851,-0.120951,0.11406217,0.29669687,0.45251656,-0.5339443,0.19647638,-0.5218175,0.42595977,-0.26324505,-0.2725739,-0.62065804,0.49782464,-0.5798719,0.32080823,0.15491731,-0.14635538,-0.060646236,-0.3117664,-0.61611706,0.0724501,-0.4034139,0.040767904,0.0797015,0.33382905,0.32579014,0.006033089,-0.23995157,-0.2283526,0.18015946,0.09765679,-0.20453821,0.3814999,-0.6003948,0.57664615,-0.12625086,-0.48470446,-0.3555702,0.603448,0.5189085,0.6125818,0.6392997,-0.15482654,-0.51089746,-0.6531511
286,0.46297184,-0.20321973,-0.14162712,-0.12707585,-0.34971195,0.036625046,-0.25483242,-0.0827753,0.3277294,0.6643311,-0.50663,0.61804307,0.38771424,-0.43450984,-0.08439027,-0.44944945,-0.20423277,-0.12911876,0.2718125,-0.18965119,-0.13233604,0.12730005,0.29770848,0.44783092,-0.55631495,0.21259333,-0.5150133,0.4196164,-0.2588149,-0.26979935,-0.63205904,0.5074076,-0.57200015,0.32130763,0.17654595,-0.14568126,-0.058766216,-0.29674652,-0.6324274,0.07409727,-0.39381188,0.036273763,0.07096648,0.32141218,0.32721117,0.031204255,-0.25796345,-0.22601537,0.17316982,0.103817664,-0.21368623,0.36884665,-0.6173801,0.57798696,-0.118329756,-0.48170885,-0.3419112,0.62612885,0.50171995,0.62043536,0.632301,-0.13493156,-0.5028935,-0.6590713
287,0.47851318,-0.2067649,-0.138609,-0.11665757,-0.35506043,0.022169285,-0.2647165,-0.08568533,0.32417014,0.67375845,-0.50904566,0.6182588,0.3883095,-0.4317788,-0.08158537,-0.46034005,-0.20191689,-0.12965043,0.27906412,-0.1810637,-0.12328412,0.1251643,0.3132226,0.44954425,-0.5568187,0.20883732,-0.51171184,0.4291631,-0.26699376,-0.27582332,-0.62871087,0.5047567,-0.5668906,0.32794577,0.18808122,-0.14335342,-0.0646242,-0.29971424,-0.6290136,0.07821661,-0.40793508,0.029128026,0.070037745,0.32706046,0.33028424,0.023944153,-0.24787974,-0.2187144,0.1838636,0.10157462,-0.22624274,0.3747459,-0.62560064,0.5911073,-0.12359717,-0.48262894,-0.34803146,0.63784957,0.51195925,0.621504,0.6461297,-0.1451428,-0.5116671,-0.6585679
288,0.4746414,-0.21283893,-0.1402115,-0.11380911,-0.3352441,0.027384393,-0.25436726,-0.06878122,0.32990983,0.66656196,-0.5046213,0.61625904,0.3842803,-0.43596995,-0.07068865,-0.45023254,-0.21151173,-0.11926019,0.27649948,-0.17502832,-0.13070849,0.124571905,0.3059375,0.44900545,-0.555204,0.21230623,-0.5108646,0.41577956,-0.25125974,-0.27715987,-0.61612904,0.4993207,-0.55789864,0.3138696,0.19283672,-0.14386708,-0.07123041,-0.30547217,-0.6337783,0.08177219,-0.38859677,0.044954855,0.07398155,0.31765488,0.32349387,0.041999888,-0.25169075,-0.22276448,0.17452121,0.103420004,-0.2150023,0.36721504,-0.6113727,0.5783155,-0.10992317,-0.47508353,-0.34551212,0.62612927,0.49383336,0.6177906,0.63890225,-0.13619201,-0.5026125,-0.6508069
289,0.47448668,-0.20810723,-0.14025101,-0.121322215,-0.35661855,0.024674328,-0.25639755,-0.0800136,0.3249417,0.6616748,-0.50528085,0.6244176,0.38654265,-0.43093458,-0.086185455,-0.456737,-0.201391,-0.13201171,0.27955282,-0.17483729,-0.12176331,0.12880306,0.30253378,0.4506262,-0.558761,0.1988011,-0.50942224,0.41930196,-0.26457974,-0.27874863,-0.6348422,0.5103364,-0.56350905,0.31226543,0.17919996,-0.15424149,-0.07118376,-0.31103578,-0.6407106,0.08306639,-0.3926996,0.03837911,0.066642754,0.32598025,0.33506805,0.031959698,-0.24698657,-0.21982154,0.17650609,0.11070052,-0.21655942,0.38680494,-0.6179366,0.58573115,-0.119718544,-0.48184603,-0.3559988,0.623173,0.5045471,0.62494934,0.6427649,-0.1439028,-0.50508976,-0.6510327
290,0.46803838,-0.20912853,-0.13754302,-0.11404097,-0.36443907,0.030867144,-0.26155755,-0.078871116,0.31696147,0.67189,-0.5251924,0.62487584,0.3770161,-0.43437544,-0.08472633,-0.46791953,-0.20699951,-0.13075402,0.27717158,-0.19776551,-0.13104159,0.12297837,0.29996666,0.45661387,-0.54961765,0.19923773,-0.52579606,0.43389532,-0.2650299,-0.27907297,-0.6337661,0.49522814,-0.5685182,0.32541654,0.16828412,-0.1404646,-0.059579786,-0.31045297,-0.6389491,0.08583606,-0.40558144,0.049963415,0.071984954,0.32616258,0.32690078,0.0101004625,-0.25390404,-0.22086327,0.18240677,0.110911384,-0.20458508,0.38440886,-0.61509895,0.58217686,-0.12457645,-0.48308077,-0.34663397,0.62871885,0.51957506,0.61499745,0.64101267,-0.13718078,-0.5067684,-0.65146786
291,0.44932175,-0.22597755,-0.13506451,-0.11799015,-0.3863986,0.029455276,-0.24746883,-0.11182329,0.30155107,0.7028589,-0.55007833,0.596698,0.36968416,-0.42549357,-0.111626506,-0.47607976,-0.20917673,-0.1638007,0.25894463,-0.22120096,-0.12927835,0.116626054,0.29396403,0.45859656,-0.53899574,0.1972593,-0.5248582,0.4274329,-0.27685446,-0.2708086,-0.6363193,0.49022272,-0.57332945,0.3279733,0.14632894,-0.15222773,-0.05753773,-0.30840504,-0.62198424,0.06916839,-0.41452345,0.038646296,0.08204212,0.33343354,0.34689787,-0.007885982,-0.22348312,-0.23792744,0.18020777,0.098850824,-0.19845688,0.38489628,-0.6090407,0.5830315,-0.14578415,-0.47820786,-0.3530891,0.61550856,0.5320604,0.59907544,0.63013035,-0.16633184,-0.53820187,-0.6514372
