graph,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
824,0.29007673,-0.1463835,-0.08292767,-0.07971564,-0.23830567,0.015697641,-0.15122044,-0.07106284,0.174441,0.43448666,-0.33149257,0.3779577,0.22561121,-0.26355788,-0.07092289,-0.296224,-0.13371406,-0.097741134,0.15889436,-0.13672283,-0.08012315,0.071359485,0.17553498,0.29411435,-0.32531852,0.12861383,-0.32980698,0.27141187,-0.15925571,-0.16491725,-0.39214367,0.3048395,-0.35547698,0.20039277,0.09443475,-0.08797146,-0.024794064,-0.18380395,-0.37109292,0.037983336,-0.2510042,0.026873553,0.050107956,0.20388632,0.22185802,-0.006238012,-0.14306606,-0.14149085,0.10744901,0.07299469,-0.11818629,0.2449089,-0.38268548,0.35637045,-0.08764216,-0.3004432,-0.21676227,0.3743177,0.31922865,0.369599,0.38883168,-0.10037885,-0.33192897,-0.41226205
825,0.27848887,-0.14966278,-0.08019147,-0.08027779,-0.24009831,0.01792553,-0.15044968,-0.07476181,0.18327264,0.42850858,-0.32903552,0.37425017,0.22250253,-0.25652272,-0.06712537,-0.29523325,-0.13968094,-0.099228255,0.16582602,-0.14361723,-0.07662682,0.071100086,0.18344186,0.29253164,-0.31765264,0.123756856,-0.33454496,0.27633566,-0.15991727,-0.16670364,-0.38584095,0.29983672,-0.35233694,0.2073246,0.09238168,-0.095828705,-0.031013278,-0.18276785,-0.37785384,0.044991255,-0.25683987,0.027462196,0.043219704,0.19459571,0.21770024,-0.009779384,-0.13617742,-0.14780344,0.10716866,0.06612129,-0.11795649,0.24322581,-0.3708624,0.34450513,-0.09202656,-0.29738733,-0.21693482,0.3667629,0.31822222,0.3755754,0.38876155,-0.09830603,-0.32058138,-0.39651725
826,0.28659472,-0.1497979,-0.08861759,-0.081562795,-0.24928664,0.011136897,-0.15712439,-0.063805506,0.1795989,0.42986834,-0.33946612,0.3785658,0.23641215,-0.2600646,-0.06173383,-0.30388588,-0.13735491,-0.09184885,0.17095777,-0.1511041,-0.07334785,0.06606358,0.19099006,0.29959598,-0.32381496,0.12133284,-0.34900025,0.28218755,-0.16962138,-0.1710769,-0.3893599,0.30873448,-0.3502049,0.21599247,0.0992459,-0.091659226,-0.033985347,-0.18969408,-0.38370866,0.03980108,-0.25623545,0.021271717,0.050517906,0.19634084,0.21678308,-0.009301213,-0.14397079,-0.15175536,0.11016463,0.07917252,-0.11666621,0.24811627,-0.38747674,0.35589072,-0.08080436,-0.29834798,-0.22367777,0.38841653,0.32267317,0.38518944,0.39209443,-0.11136892,-0.3280258,-0.42130062
827,0.29353732,-0.13111632,-0.082407326,-0.07327903,-0.21826057,0.011472358,-0.16402644,-0.048911463,0.20950219,0.42188466,-0.32399824,0.3846538,0.2306765,-0.26302913,-0.05899986,-0.28718275,-0.12524484,-0.08252225,0.16248624,-0.12116244,-0.07398986,0.07042736,0.18114634,0.2824722,-0.33649552,0.1234429,-0.32138067,0.26328838,-0.15876396,-0.17379393,-0.39592704,0.31579128,-0.34311402,0.20648399,0.116243064,-0.08840266,-0.033721015,-0.18526599,-0.39782506,0.054433007,-0.25555405,0.021784684,0.049309317,0.20469658,0.21146958,0.023462603,-0.15314236,-0.13450019,0.10423506,0.06377313,-0.13945611,0.24272814,-0.3735181,0.36474934,-0.073508434,-0.2974093,-0.21587309,0.380932,0.31942835,0.38998938,0.39589313,-0.09000199,-0.31459278,-0.4094534
828,0.2830835,-0.15508689,-0.080880135,-0.08118737,-0.24056834,0.024867633,-0.15072574,-0.06920644,0.17666335,0.43259516,-0.34514907,0.37128308,0.22749336,-0.25299498,-0.07119001,-0.3000908,-0.13179,-0.1085714,0.15617277,-0.14969367,-0.07893498,0.0676589,0.17715032,0.29048252,-0.3196821,0.12876058,-0.3489126,0.27918014,-0.16232862,-0.15481336,-0.38490558,0.29589015,-0.35408524,0.20629168,0.09061718,-0.100053616,-0.02434574,-0.18347098,-0.3735379,0.046404768,-0.26362115,0.018874323,0.0551931,0.20266248,0.2125406,-0.014580442,-0.13972706,-0.14447656,0.10757407,0.07636161,-0.11293438,0.24740694,-0.3735211,0.34940594,-0.08248594,-0.30172727,-0.218733,0.37273917,0.3313379,0.36972263,0.39516345,-0.107809044,-0.34012684,-0.4028691
829,0.2753901,-0.15495051,-0.09233767,-0.06835352,-0.25718498,0.0141917365,-0.1445895,-0.086362615,0.15274373,0.44818333,-0.3492282,0.35231748,0.22632822,-0.24155071,-0.07784455,-0.30856705,-0.14615299,-0.109450504,0.14863476,-0.1716859,-0.075958446,0.067655824,0.17445283,0.2879427,-0.30263323,0.11655978,-0.34790596,0.27324635,-0.16032042,-0.1412754,-0.3800199,0.2929491,-0.35453612,0.19757257,0.07068807,-0.092948504,-0.027335247,-0.18975785,-0.34987384,0.02142345,-0.24458379,0.02398765,0.05473332,0.20452644,0.21622208,-0.040296983,-0.12059749,-0.14397152,0.104140215,0.07426342,-0.0972392,0.24128248,-0.36926448,0.32483056,-0.09415306,-0.29047728,-0.21267095,0.35290056,0.3299017,0.35778147,0.3826349,-0.121362366,-0.33517388,-0.40140074
830,0.27083856,-0.14247929,-0.09269725,-0.07418508,-0.24785939,0.013247784,-0.15258795,-0.08458655,0.16621594,0.44381836,-0.34638244,0.36167434,0.22405562,-0.25228566,-0.07744672,-0.29588908,-0.14548568,-0.102172956,0.15257986,-0.15076433,-0.07468121,0.060043037,0.18097857,0.28550377,-0.31436732,0.1262176,-0.3369538,0.2721569,-0.17161454,-0.15449049,-0.37855726,0.29981002,-0.35371655,0.2047068,0.088235416,-0.09261237,-0.033285886,-0.17962426,-0.36637872,0.035666414,-0.24755347,0.03157253,0.058703166,0.20173843,0.22022067,-0.035716504,-0.120369725,-0.14098944,0.10512226,0.06934825,-0.10491042,0.23632686,-0.37078375,0.3442505,-0.08781831,-0.2837551,-0.22037293,0.35996118,0.32421714,0.37076217,0.38152218,-0.11341587,-0.3389948,-0.3989993
831,0.28458518,-0.14134438,-0.08161896,-0.07918734,-0.23480994,0.020800812,-0.15463468,-0.06695888,0.18618077,0.4243088,-0.3316188,0.37496278,0.23269609,-0.2639071,-0.059477583,-0.29533607,-0.13982497,-0.08903865,0.1678803,-0.14191157,-0.07111875,0.06393916,0.1860665,0.28853416,-0.3207901,0.11915666,-0.32426348,0.26452333,-0.16289419,-0.16175173,-0.38171226,0.30394655,-0.35089597,0.20349202,0.100604385,-0.09708788,-0.03224977,-0.17617048,-0.3785839,0.050419103,-0.2581679,0.019874435,0.052710276,0.19953729,0.2048367,-0.005574737,-0.13910635,-0.14793587,0.10349671,0.07452464,-0.12651315,0.23986362,-0.3708598,0.34362802,-0.08632613,-0.2974707,-0.2122149,0.3793105,0.31948605,0.37527856,0.394938,-0.10408638,-0.3210182,-0.40080765
832,0.27520213,-0.1527618,-0.084809564,-0.080128,-0.25699574,0.01575365,-0.14335985,-0.07655501,0.16451569,0.4369597,-0.3346341,0.3689612,0.228415,-0.2527423,-0.068582915,-0.29554468,-0.14335647,-0.109995045,0.15675461,-0.15360153,-0.083242,0.07132873,0.18040663,0.28678373,-0.32200864,0.124832265,-0.34507406,0.26986146,-0.17213336,-0.16359471,-0.38881505,0.3017117,-0.3494743,0.20289287,0.08784715,-0.08893535,-0.019523427,-0.18445736,-0.3740792,0.033238757,-0.256639,0.016344626,0.05780553,0.19249736,0.22507732,-0.024026979,-0.13224296,-0.14748909,0.10839867,0.08059476,-0.11203786,0.24670333,-0.3796798,0.34602177,-0.0888612,-0.29397377,-0.22637376,0.36454523,0.31884524,0.38049674,0.38214174,-0.11442108,-0.33896983,-0.41342875
833,0.27019635,-0.15277761,-0.08412084,-0.06888383,-0.2529529,0.015337382,-0.14537843,-0.08362795,0.16371867,0.4341576,-0.34029886,0.37068975,0.22358014,-0.256511,-0.07632288,-0.3001118,-0.14306135,-0.10885523,0.15327714,-0.16431439,-0.0824856,0.062355515,0.17128357,0.28336102,-0.31610414,0.118020564,-0.34769326,0.2778444,-0.16530125,-0.15014586,-0.37885296,0.29583064,-0.3633387,0.20799676,0.08061047,-0.0858728,-0.02286448,-0.19455546,-0.37515327,0.038532123,-0.26020595,0.030580243,0.045865558,0.19776763,0.21476309,-0.028453462,-0.12374158,-0.147187,0.10209945,0.074339315,-0.112602234,0.2335101,-0.37544012,0.34556833,-0.09178285,-0.29510385,-0.22281772,0.35964462,0.33457592,0.36847696,0.3921006,-0.104568355,-0.33048254,-0.41387063
834,0.2885675,-0.14220478,-0.09008266,-0.073153704,-0.23004778,0.010325053,-0.1612255,-0.05798838,0.18299375,0.43286362,-0.34016156,0.37678224,0.22925489,-0.2560457,-0.059782192,-0.28808865,-0.12802278,-0.098515786,0.1683002,-0.14176296,-0.07511671,0.06665527,0.18916696,0.28344226,-0.3239126,0.12639615,-0.3362253,0.26954633,-0.16877206,-0.16375382,-0.39334056,0.31367305,-0.35869005,0.21216075,0.104405224,-0.087534584,-0.034958586,-0.18592164,-0.38303372,0.042316608,-0.2561921,0.018355304,0.04117842,0.19918323,0.21627043,-0.008888459,-0.14473777,-0.14246483,0.10819416,0.07362866,-0.115975924,0.23547049,-0.37006897,0.35421017,-0.08910325,-0.2930171,-0.21068215,0.374864,0.31153765,0.37618777,0.39188883,-0.09808933,-0.3204814,-0.4057392
835,0.28321227,-0.14375964,-0.08204205,-0.07490299,-0.24391423,0.016898826,-0.15269211,-0.066489115,0.17879803,0.42382386,-0.33678916,0.37366003,0.22541143,-0.2571053,-0.07394467,-0.2945109,-0.13960661,-0.105430774,0.15564102,-0.14145812,-0.07755412,0.06638604,0.16982476,0.2777542,-0.309457,0.11384071,-0.32938278,0.27487308,-0.16419452,-0.16310376,-0.38573325,0.3042409,-0.3535982,0.2032031,0.08355475,-0.09179646,-0.032863088,-0.17509618,-0.3717847,0.043038398,-0.2565215,0.020137167,0.049175195,0.20323342,0.2157641,-0.011901115,-0.13945651,-0.14021115,0.099119596,0.07242556,-0.107479624,0.24381875,-0.37177578,0.34261504,-0.08294998,-0.29241017,-0.2144578,0.36013013,0.3095456,0.37550884,0.39181635,-0.10639932,-0.32620233,-0.40745988
836,0.2705811,-0.1561938,-0.09518725,-0.06891109,-0.2583845,0.015470499,-0.150641,-0.07656609,0.16757624,0.44371635,-0.34082073,0.37037253,0.22757657,-0.25165898,-0.07968327,-0.2967225,-0.1325654,-0.10073577,0.14916167,-0.15461418,-0.085454896,0.057825666,0.16880387,0.2970512,-0.3092898,0.124291696,-0.3436961,0.28044924,-0.16561097,-0.14831142,-0.37679335,0.29551232,-0.34983808,0.21137866,0.080581106,-0.09624034,-0.027395893,-0.17711003,-0.3664768,0.041534208,-0.2610898,0.025553998,0.052023463,0.19803548,0.22897457,-0.025292145,-0.1326111,-0.1458247,0.09922621,0.070769556,-0.10937352,0.24343355,-0.37321192,0.34327528,-0.09326114,-0.29070446,-0.2199175,0.35949907,0.3284024,0.37090904,0.39241192,-0.1056189,-0.32816374,-0.4141495
837,0.28772056,-0.14505212,-0.0824281,-0.08018732,-0.21769324,0.015478931,-0.15747388,-0.057849575,0.19298318,0.4232102,-0.32130808,0.37550336,0.23955092,-0.26220602,-0.059869885,-0.28109398,-0.13913734,-0.08675814,0.17386986,-0.13003752,-0.0708914,0.063319035,0.18388377,0.28630656,-0.33195916,0.12080569,-0.32605726,0.26332662,-0.15472725,-0.17192803,-0.3923542,0.3120104,-0.33930758,0.20334736,0.11157643,-0.08576545,-0.036399905,-0.19057629,-0.38680598,0.04126446,-0.25854236,0.02394537,0.04635263,0.19762297,0.20144232,0.011871492,-0.14195576,-0.14526391,0.103927925,0.0763213,-0.12171141,0.23984295,-0.36864987,0.36208507,-0.0762101,-0.2935593,-0.21530329,0.38276926,0.31815255,0.38185665,0.39059308,-0.100152336,-0.3194599,-0.4118823
838,0.28987142,-0.14097926,-0.087838225,-0.08080692,-0.22038826,0.022584781,-0.15968,-0.064709395,0.18785582,0.42052564,-0.32845488,0.3702955,0.23229101,-0.2633742,-0.053674117,-0.2874217,-0.12653191,-0.09376784,0.16211164,-0.12620807,-0.084084645,0.07124016,0.17830148,0.28547865,-0.331104,0.11988877,-0.32706183,0.2647374,-0.16686508,-0.16650803,-0.3888686,0.30573133,-0.33761445,0.20903116,0.09544134,-0.0958643,-0.03323195,-0.186482,-0.38462976,0.045723453,-0.25834763,0.018841261,0.049024437,0.19026162,0.21173613,0.0108211115,-0.14268681,-0.13650422,0.107675426,0.06264561,-0.12839212,0.2404552,-0.3768614,0.3504807,-0.073986605,-0.2955095,-0.20850717,0.36963126,0.3121466,0.38260964,0.3896014,-0.08863048,-0.31681377,-0.40594533
839,0.27605823,-0.13970725,-0.08744841,-0.06867354,-0.2366965,0.022719903,-0.15529783,-0.065585196,0.18189538,0.43443397,-0.32955796,0.3625611,0.23463844,-0.25816,-0.059721317,-0.29072884,-0.1356126,-0.10448606,0.15119502,-0.1406858,-0.07111776,0.07000388,0.18032098,0.28661066,-0.31186402,0.1193594,-0.32994565,0.26310253,-0.15785088,-0.16042933,-0.38573495,0.3016103,-0.34218234,0.20986165,0.097103156,-0.092867486,-0.022022292,-0.18330558,-0.36438343,0.044575956,-0.25862205,0.02098094,0.04894223,0.20484562,0.21258618,-0.012447329,-0.13197105,-0.14526361,0.10125781,0.0646157,-0.122357644,0.23268266,-0.36369047,0.35178554,-0.091761656,-0.28952652,-0.20993072,0.3685771,0.31012467,0.37049052,0.3823167,-0.1107567,-0.31978518,-0.41100007
840,0.25953722,-0.15049297,-0.08671732,-0.07119453,-0.274857,0.0165654,-0.14435431,-0.10458755,0.1265454,0.4537484,-0.36138105,0.34219533,0.21798617,-0.23628838,-0.09056645,-0.3120281,-0.14899828,-0.11410262,0.13636841,-0.18261138,-0.08385072,0.05249101,0.16063814,0.2962321,-0.28617892,0.10613417,-0.35967797,0.27673712,-0.16543677,-0.13514705,-0.37607872,0.26978695,-0.35669732,0.20976043,0.060824785,-0.08910468,-0.02395675,-0.18083872,-0.33898145,0.018560542,-0.2547146,0.02713056,0.059910282,0.1894961,0.23618896,-0.06125378,-0.09919344,-0.15054601,0.102430865,0.082123384,-0.08560679,0.2315334,-0.35798654,0.3183805,-0.10284442,-0.28383997,-0.21780795,0.34880063,0.33809915,0.35568535,0.37470132,-0.13330816,-0.35515136,-0.3990791
841,0.2754304,-0.141639,-0.088447005,-0.070726514,-0.22976835,0.012551317,-0.15159269,-0.06763558,0.17725295,0.42370576,-0.33218893,0.37266734,0.23280291,-0.25062218,-0.058733642,-0.2850743,-0.12696242,-0.09415022,0.16137211,-0.13037497,-0.07546522,0.06322506,0.17978157,0.2859443,-0.31813917,0.124966,-0.33517423,0.26338512,-0.16607687,-0.15957774,-0.3788239,0.3011097,-0.34808597,0.19315587,0.10344009,-0.0880745,-0.024707599,-0.18162188,-0.38074514,0.04752893,-0.25050783,0.023324035,0.047418986,0.20378417,0.2148005,-0.009721316,-0.13519156,-0.1495383,0.10232558,0.06955251,-0.12050122,0.23169702,-0.36422276,0.34438705,-0.07582877,-0.28562176,-0.21115342,0.37519374,0.31885913,0.37125474,0.38082808,-0.09656719,-0.3233076,-0.40802327
842,0.26583463,-0.14429173,-0.09121958,-0.08080948,-0.25310424,0.024093064,-0.14370812,-0.07260643,0.16532825,0.4341115,-0.338984,0.36276856,0.23226506,-0.25219172,-0.0723878,-0.28947058,-0.13470553,-0.10416282,0.14887545,-0.15367301,-0.07106693,0.07003459,0.16782185,0.28003106,-0.30712536,0.11943292,-0.3311597,0.26385838,-0.16445851,-0.15322334,-0.38094294,0.2881237,-0.34891215,0.19922708,0.079466924,-0.08393282,-0.02043748,-0.18172657,-0.36795232,0.029314902,-0.25262877,0.019965937,0.047297016,0.19748187,0.21483934,-0.024626225,-0.12514186,-0.14944005,0.10090521,0.0732908,-0.10080542,0.23913479,-0.3672262,0.3410495,-0.08534717,-0.29284248,-0.21877815,0.35648817,0.32699332,0.37009665,0.37386915,-0.111120485,-0.33562636,-0.40137953
843,0.28767884,-0.13648084,-0.08366583,-0.067709416,-0.20879555,0.0169469,-0.16035987,-0.052050233,0.1966165,0.40178594,-0.3162382,0.37677884,0.2280199,-0.26208538,-0.057759818,-0.28587353,-0.13437626,-0.08043125,0.17460094,-0.119625226,-0.0802536,0.075002715,0.17945983,0.27531913,-0.343566,0.1273959,-0.31439096,0.25781903,-0.167433,-0.1713155,-0.38538224,0.3111203,-0.33656576,0.19548792,0.117025234,-0.08979942,-0.040647183,-0.18857636,-0.3812036,0.050214984,-0.25533497,0.023935214,0.044872995,0.18972154,0.20403814,0.014712868,-0.15554741,-0.14521815,0.10587993,0.066047676,-0.13813984,0.22747102,-0.37148136,0.35597426,-0.06329878,-0.30054098,-0.21201642,0.37451205,0.30225536,0.37381202,0.3970768,-0.08487677,-0.30574915,-0.3981343
844,0.2939905,-0.13253228,-0.07780754,-0.08269108,-0.2080476,0.016374575,-0.16213551,-0.043183606,0.21132745,0.40204406,-0.3032201,0.38065517,0.23186627,-0.2595545,-0.045566835,-0.27452752,-0.1195081,-0.07410652,0.16477673,-0.106950834,-0.081711136,0.077833876,0.18970582,0.27936247,-0.34461367,0.1351502,-0.3189578,0.25398505,-0.16089979,-0.18207483,-0.38282728,0.31748006,-0.33915627,0.19462013,0.112627015,-0.078855276,-0.036269523,-0.17540583,-0.39145344,0.046386696,-0.24449162,0.022864757,0.040797237,0.19399711,0.20558353,0.022016536,-0.15872994,-0.13709195,0.11128065,0.06632188,-0.13531512,0.22436668,-0.37148932,0.3645237,-0.06014026,-0.29496658,-0.20679352,0.39041403,0.3096405,0.38734102,0.3939207,-0.07588207,-0.3092201,-0.3996265
845,0.26848814,-0.14670363,-0.085540906,-0.076664664,-0.22723295,0.015346772,-0.15427199,-0.07156322,0.16591579,0.4214858,-0.32963845,0.3530177,0.23064965,-0.2405988,-0.069954574,-0.2900481,-0.13138485,-0.09283146,0.1511385,-0.136003,-0.08164145,0.06289986,0.1689639,0.2845171,-0.3172947,0.113250755,-0.32080615,0.2621562,-0.15895693,-0.1565867,-0.367755,0.29468566,-0.33781642,0.20069945,0.091868475,-0.09384443,-0.03410095,-0.17137624,-0.3679563,0.041591387,-0.2451841,0.015804008,0.040902402,0.18580562,0.21451291,-0.0039017554,-0.12575288,-0.13731506,0.095997065,0.06690791,-0.11687469,0.23083934,-0.36313623,0.33982566,-0.085151516,-0.28344825,-0.20955662,0.36324975,0.3021063,0.35677043,0.37554842,-0.1010681,-0.32387096,-0.4000595
846,0.27493128,-0.14387259,-0.077292964,-0.07051894,-0.22439666,0.019790972,-0.14263144,-0.06529589,0.1799217,0.41442984,-0.31844682,0.36121422,0.2269099,-0.24489523,-0.06830726,-0.287252,-0.12976457,-0.09049535,0.15168156,-0.13081676,-0.07698403,0.0647434,0.18257661,0.2843239,-0.31832394,0.122305244,-0.32824394,0.26027313,-0.16528007,-0.15344775,-0.37466702,0.29610842,-0.3475187,0.19265623,0.09882425,-0.082931854,-0.02890756,-0.172792,-0.3627166,0.041344725,-0.24708192,0.017166065,0.04438528,0.20010012,0.2057794,-0.011138218,-0.14119424,-0.13573518,0.09825132,0.06764971,-0.12382109,0.23162511,-0.3677373,0.3363171,-0.07656316,-0.29641372,-0.21348137,0.36532953,0.3103011,0.366857,0.38622433,-0.10068307,-0.32086763,-0.39281815
847,0.28157088,-0.12550144,-0.075294696,-0.080528736,-0.21408637,0.0108468095,-0.16138484,-0.041085098,0.20197855,0.4040395,-0.30831292,0.3750746,0.23839758,-0.25004864,-0.05039764,-0.28005245,-0.120396696,-0.08066473,0.17211096,-0.12133503,-0.07212674,0.0680749,0.1880305,0.27273628,-0.33198103,0.122904256,-0.31394315,0.252762,-0.16237308,-0.16391838,-0.37801194,0.30383173,-0.34362334,0.19149834,0.11084353,-0.08948031,-0.03764793,-0.18414025,-0.38288218,0.04890898,-0.24505676,0.016802201,0.047710154,0.19320828,0.2012532,0.018175038,-0.14362812,-0.1321081,0.098012164,0.07309312,-0.13106655,0.22966163,-0.37456504,0.35805017,-0.07098273,-0.29200855,-0.20437044,0.37311685,0.30019063,0.3678068,0.3908012,-0.08544892,-0.30651683,-0.39919
848,0.2891538,-0.13511118,-0.073917896,-0.078555346,-0.20886284,0.016359972,-0.14726406,-0.05002239,0.19134623,0.3970342,-0.3045389,0.37198892,0.23796672,-0.2626433,-0.054127313,-0.27074268,-0.13191815,-0.08341734,0.17138234,-0.12133448,-0.0801624,0.07673698,0.17487901,0.26540944,-0.33553603,0.12274265,-0.3158398,0.25394326,-0.15399583,-0.16437693,-0.37999332,0.305999,-0.34446558,0.19661702,0.108187295,-0.08582474,-0.034757327,-0.18706927,-0.38556194,0.050022762,-0.25151923,0.017455118,0.046314117,0.19566394,0.20233934,0.014999427,-0.1532893,-0.13385098,0.102049224,0.05588412,-0.13521993,0.22066218,-0.36612794,0.35331336,-0.077053644,-0.2863019,-0.2072272,0.37776306,0.29609072,0.37078518,0.3822733,-0.08012801,-0.30106267,-0.39854193
849,0.27204123,-0.1512568,-0.09464336,-0.07674998,-0.2625362,0.012257627,-0.13666193,-0.09037917,0.14349629,0.43875566,-0.34979072,0.35052404,0.21466278,-0.24991019,-0.07313102,-0.30358523,-0.14018962,-0.11366896,0.14649287,-0.16421306,-0.07948857,0.06735972,0.1663801,0.28766742,-0.30116427,0.11792138,-0.33865598,0.28160694,-0.16813998,-0.14670807,-0.37816423,0.2863716,-0.34795928,0.19867842,0.07604628,-0.095291875,-0.027975535,-0.18773004,-0.35252574,0.03262094,-0.25422707,0.03266839,0.05193166,0.19996755,0.2180304,-0.049273163,-0.11609499,-0.1438336,0.11023872,0.07992682,-0.10146371,0.24069077,-0.35687152,0.33332253,-0.094673686,-0.27705625,-0.22337069,0.35848808,0.33133474,0.35465062,0.37698096,-0.116296306,-0.34553748,-0.3988234
850,0.28243667,-0.12926082,-0.07522416,-0.08159421,-0.21359247,0.0148578985,-0.15678646,-0.049902666,0.19724417,0.39417258,-0.31488404,0.36469597,0.23315291,-0.25010392,-0.05485632,-0.2809702,-0.12196158,-0.076062925,0.16879359,-0.11680303,-0.07126106,0.06681413,0.18264607,0.26904646,-0.3338331,0.12674299,-0.30836892,0.25109902,-0.14869778,-0.17496774,-0.3686799,0.30306196,-0.33945298,0.19818252,0.11061702,-0.0827898,-0.029048208,-0.18573038,-0.38254583,0.05703769,-0.24981043,0.027655765,0.04014573,0.19273567,0.19123681,0.018978966,-0.15334587,-0.13505417,0.11125048,0.05901412,-0.12980463,0.22340702,-0.36790642,0.34302437,-0.06608086,-0.29510704,-0.21137716,0.36958164,0.30672145,0.37505257,0.39058948,-0.084239416,-0.30581963,-0.39685658
851,0.24989764,-0.15940227,-0.096982196,-0.07387979,-0.27728605,0.018187873,-0.13135237,-0.11236545,0.11436307,0.46091524,-0.35845384,0.33210012,0.21667631,-0.23540132,-0.09146721,-0.31724888,-0.14126106,-0.11898902,0.13490601,-0.19225956,-0.07325321,0.04954882,0.16102524,0.28499106,-0.27642003,0.10239257,-0.34804943,0.27660847,-0.16218871,-0.122387,-0.36787528,0.2718374,-0.33927572,0.1986144,0.055292573,-0.087359466,-0.011483998,-0.17284295,-0.32511264,0.012393678,-0.2558264,0.02232757,0.050569497,0.18622813,0.23882237,-0.07527478,-0.0904517,-0.14441684,0.094457485,0.08357665,-0.07283021,0.23158269,-0.35611218,0.31040257,-0.12121643,-0.26718706,-0.21306154,0.32554066,0.32852772,0.34278238,0.36395898,-0.12933761,-0.34663627,-0.40092084
852,0.2727771,-0.12967522,-0.07998157,-0.07505761,-0.21653439,0.013432398,-0.150434,-0.05230763,0.19818662,0.39987776,-0.30805492,0.36252743,0.22043642,-0.2489085,-0.055232514,-0.27863657,-0.12866956,-0.08259547,0.16597155,-0.116698846,-0.07945042,0.06752231,0.18310086,0.26659772,-0.32205993,0.12466368,-0.30284607,0.25098634,-0.15583012,-0.15991431,-0.3662357,0.3025665,-0.34032586,0.20131314,0.102979824,-0.08475833,-0.03252335,-0.17273198,-0.36707422,0.051635724,-0.24365532,0.022581166,0.05118149,0.18094449,0.19860075,0.01367368,-0.1504558,-0.12840383,0.102276854,0.065712556,-0.11983217,0.22846633,-0.3624413,0.35044482,-0.07215281,-0.28966367,-0.21340513,0.36947197,0.3000673,0.35997593,0.38635442,-0.083061054,-0.29695487,-0.3913322
853,0.27194396,-0.13046634,-0.07571609,-0.07470151,-0.22277497,0.009432337,-0.15321031,-0.053761244,0.18121573,0.40115386,-0.3086549,0.3737413,0.22521594,-0.2502696,-0.054443162,-0.27910691,-0.12903425,-0.08865001,0.15651193,-0.13260418,-0.073125385,0.06651111,0.17599806,0.27883977,-0.3122709,0.11339265,-0.31754088,0.2516937,-0.1520791,-0.15549855,-0.37848583,0.29587704,-0.33589178,0.20307058,0.09869319,-0.07917007,-0.02407517,-0.18207477,-0.36740926,0.050835982,-0.24967481,0.022867119,0.040120967,0.18509509,0.19790374,0.003192603,-0.13643655,-0.13695174,0.10977618,0.07092773,-0.12659338,0.23407184,-0.3709709,0.34003854,-0.074695826,-0.29236764,-0.21593796,0.3621453,0.30519018,0.36049148,0.3866545,-0.08757777,-0.31555006,-0.38762993
854,0.26474524,-0.14623788,-0.07642846,-0.07931226,-0.22747219,0.013187156,-0.14545381,-0.07727139,0.15977956,0.41984665,-0.31991234,0.35500607,0.22590153,-0.23830381,-0.07204864,-0.28465828,-0.12570736,-0.09630702,0.15436293,-0.14487274,-0.07566796,0.06098621,0.1713548,0.27076438,-0.30837885,0.12136422,-0.3188081,0.26460442,-0.15989128,-0.15263905,-0.37424237,0.29367203,-0.33889318,0.19866632,0.09369438,-0.092024565,-0.03483261,-0.18027017,-0.35738057,0.034005996,-0.2461565,0.016545953,0.04784495,0.18879025,0.21260382,-0.022840425,-0.1301385,-0.13901538,0.09860996,0.068786725,-0.1098303,0.22943884,-0.3516934,0.32822382,-0.08542006,-0.28502524,-0.21439941,0.34905773,0.31697252,0.35809603,0.36910906,-0.10535736,-0.32491475,-0.39014784
855,0.26424152,-0.14564523,-0.08195432,-0.073265396,-0.23106568,0.018355066,-0.14664772,-0.06969689,0.17932141,0.40902114,-0.32574052,0.3626297,0.22522743,-0.25089502,-0.06635091,-0.28536198,-0.12824632,-0.09175234,0.15311657,-0.1285723,-0.07935979,0.07355148,0.18084234,0.2779395,-0.32163802,0.11417664,-0.31686577,0.26450437,-0.1643843,-0.15014262,-0.37325737,0.30013475,-0.34471354,0.19325139,0.09178176,-0.09292856,-0.028943183,-0.18238777,-0.35800412,0.03595196,-0.23755458,0.015849939,0.049012963,0.20063974,0.21322569,-0.016182795,-0.13999507,-0.13318731,0.11008044,0.06535847,-0.118856296,0.22500122,-0.35387322,0.33723533,-0.072830066,-0.28724718,-0.20721364,0.35387635,0.31636828,0.36311966,0.37342322,-0.0937101,-0.31437948,-0.38737202
